"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"Wolf_Sheep_Predation_simpler.nlogox"
"experiment_100_100"
"08/04/2026 16:58:20:249 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","wolf-reproduce","sheep-reproduce","grass-regrowth-time","[step]","land_with_grass","count sheep","count wolves"
"521","10","18","225","107","39.17723952326028","0","0"
"525","10","18","250","75","37.10111495578624","0","0"
"512","10","18","150","322","31.52633602460592","0","0"
"522","10","18","225","171","58.169934640522875","0","0"
"524","10","18","250","138","52.441368704344484","0","0"
"520","10","18","225","142","47.98154555940023","0","0"
"517","10","18","200","314","13.76393694732795","0","0"
"530","10","20","175","124","56.901191849288736","0","0"
"532","10","20","200","86","46.67435601691657","0","0"
"533","10","20","200","129","45.63629373317955","0","0"
"535","10","20","225","120","53.40253748558247","0","0"
"526","10","20","150","282","16.762783544790466","0","0"
"536","10","20","225","86","44.559784698193006","0","0"
"528","10","20","150","268","11.14955786236063","0","0"
"537","10","20","225","137","43.713956170703575","0","0"
"529","10","20","175","336","10.034602076124568","0","0"
"540","10","20","250","106","44.63667820069204","0","0"
"539","10","20","250","141","46.71280276816609","0","0"
"538","10","20","250","186","52.32602845059593","0","0"
"488","10","14","200","1500","22.837370242214533","36","0"
"547","12","4","200","189","67.58938869665513","0","0"
"534","10","20","200","668","9.84236831987697","0","0"
"511","10","18","150","1500","28.489042675893888","112","0"
